sample	variance
EP400	0.0032749306018269165
EP400NL	0.003399283635237934
EPAS1	0.0050756082657383884
EPB41	0.004296704846280873
EPB41L1	0.006946502573345632
EPB41L2	0.008321890042471391
EPB41L3	0.009219063886720641
EPB41L4A	0.007726488078294689
EPB41L4B	0.017319136891034162
EPB41L5	0.004971346471005784
EPB42	0.030942592830997036
EPC1	0.004895471009676038
EPC2	0.003437069410240049
EPCAM	0.0430762989770053
EPDR1	0.011291649205682295
EPGN	0.020774003188378378
EPHA1	0.025761934379299793
EPHA10	0.023193532039349988
EPHA2	0.013373133305338116
EPHA3	0.01542319343234403
EPHA4	0.011473261846020431
EPHA5	0.025534889103375764
EPHA6	0.01556319007948682
EPHA7	0.03487157806252977
EPHA8	0.014136799058664417
EPHB1	0.01702648761990481
EPHB2	0.015306800587302473
EPHB3	0.019922234187557356
EPHB4	0.0069002016491621155
EPHB6	0.016176953801524865
EPHX1	0.0070174076340171814
EPHX2	0.009867989751065929
EPHX3	0.022901658236799922
EPHX4	0.016631374050389423
EPM2A	0.003508812185239026
EPM2AIP1	0.004261974634943343
EPN1	0.0028630298122975595
EPN2	0.0038651394423895786
EPN3	0.039926092231989584
EPO	0.011139720648317315
EPOR	0.007274042834374567
EPPK1	0.02341458563041472
EPRS	0.003545599396226928
EPS15	0.0025445573197392228
EPS15L1	0.0025963050362817963
EPS8	0.009440168597861787
EPS8L1	0.024790708893225096
EPS8L2	0.012235861345256744
EPS8L3	0.056805695652746416
EPSTI1	0.013123350130419674
EPT1	0.004196499152819775
EPX	0.004593909278112597
EPYC	0.022003569001476243
ERAL1	0.002712943479442387
ERAP1	0.004815987459107444
ERAP2	0.013531538070312049
ERAS	0.0070868820614419506
ERBB2	0.010757787039872398
ERBB2IP	0.0034347813431893246
ERBB3	0.02281286694358476
ERBB4	0.037569379390964594
ERC1	0.003356132724189813
ERC2	0.01318643722069931
ERCC1	0.0023273063963242515
ERCC2	0.002724001713503647
ERCC3	0.0025043523818873478
ERCC4	0.003402653278898656
ERCC5	0.002952244238792367
ERCC6	0.003643108628166684
ERCC6L	0.014877257039625804
ERCC8	0.002762368062267789
EREG	0.036481079868946324
ERF	0.0034625053140048094
ERG	0.006846418270334323
ERGIC1	0.00446331848783127
ERGIC2	0.0029054492033872325
ERGIC3	0.003249864110165851
ERH	0.0032270241471563216
ERI1	0.004396145646605131
ERI2	0.004080341744471477
ERI3	0.0027222674621845224
ERICH1	0.0034755346629330953
ERLEC1	0.002702495505095325
ERLIN1	0.00337870752931366
ERLIN2	0.003949337760397163
ERMAP	0.002736768486907169
ERMN	0.020306732755496406
ERMP1	0.006188125503783666
ERN1	0.00876617813285718
ERN2	0.04952156178948367
ERO1L	0.007971714046563967
ERO1LB	0.005561735573328304
ERP27	0.021606284132543424
ERP29	0.003034092232470642
ERP44	0.0026690385096620334
ERRFI1	0.008178984285834693
ESAM	0.005425870467459215
ESCO1	0.003462567776328711
ESCO2	0.016188484598996473
ESD	0.00301093426059579
ESF1	0.004032568412924991
ESM1	0.01903122843764171
ESPL1	0.017089369267019212
ESPN	0.02736669358531961
ESPNL	0.014418943270961724
ESPNP	0.008955522997913112
ESR1	0.03536789184999206
ESR2	0.007728526473449618
ESRP1	0.0552012070350162
ESRP2	0.008468139676648815
ESRRA	0.004459819418035052
ESRRB	0.008651839699853133
ESRRG	0.021937941128030266
ESX1	0.018401833524226568
ESYT1	0.00329066377366915
ESYT2	0.0037402435248749984
ESYT3	0.016305349332366697
ETAA1	0.0031704040368360645
ETF1	0.0027431002361867412
ETFA	0.0032893602439371416
ETFB	0.004118365029607551
ETFDH	0.0031996759070962535
ETHE1	0.005446201588802011
ETNK1	0.004651050272181945
ETNK2	0.009424629040223764
ETS1	0.006150914440571019
ETS2	0.0074249156590928175
ETV1	0.012376325773228912
ETV2	0.006322768937376492
ETV3	0.008862272261115493
ETV3L	0.005998279610704171
ETV4	0.027795533850765344
ETV5	0.0077873411126266985
ETV6	0.004902624056192558
ETV7	0.013852441343860622
EVC	0.010537504471010734
EVC2	0.011660499347863288
EVI2A	0.009871892779151431
EVI2B	0.009508090142438759
EVI5	0.002886381560924883
EVI5L	0.0031246613741959155
EVL	0.005835904286981026
EVPL	0.037815797839920916
EVPLL	0.017643818665944104
EVX1	0.013820846914586762
EVX2	0.0164566441713161
EWSR1	0.002752171352410741
EXD1	0.006268044876787665
EXD2	0.0037294739577708952
EXD3	0.004072134692604777
EXO1	0.017425928829395483
EXOC1	0.003174547115782624
EXOC2	0.0028522919740232512
EXOC3	0.0027434148445462975
EXOC3L2	0.010267129950169172
EXOC4	0.0024212306903917237
EXOC5	0.0031858275089922256
EXOC6	0.004241086460602518
EXOC6B	0.007494240011251344
EXOC7	0.0024785082432443083
EXOC8	0.002792749695222303
EXOG	0.003252772002661815
EXOSC1	0.0029296950293400616
EXOSC10	0.0029869324635655643
EXOSC2	0.003078001221452903
EXOSC3	0.003752473021755162
EXOSC4	0.004190419087779122
EXOSC5	0.0039744345717935125
EXOSC6	0.002725129894317541
EXOSC7	0.0029045139908157025
EXOSC8	0.004088544033049875
EXOSC9	0.0028007285018848698
EXPH5	0.012511499269222003
EXT1	0.00432667108048266
EXT2	0.002860565095640544
EXTL1	0.015784212614900702
EXTL2	0.0038625084569014656
EXTL3	0.003633719629567316
EYA1	0.02537341653075683
EYA2	0.027155182573745988
EYA3	0.006048819934311852
EYA4	0.0205939751522109
EYS	0.005546439783823587
EZH1	0.003153168538221011
EZH2	0.009532422382160656
EZR	0.006364242297945339
F10	0.0182292400840067
F11	0.028619766059352687
F11R	0.010098892226006372
F12	0.017749110159894915
F13A1	0.013781888855802978
F13B	0.039114937197241684
F2	0.028343912595207372
F2R	0.007274341672200842
F2RL1	0.01832389660302112
F2RL2	0.022702263394887925
F2RL3	0.012492617532624348
F3	0.01755061441015956
F5	0.027063998759227756
F7	0.023189110453068627
F8	0.005947642928591125
F8A1	0.003034379304035313
F9	0.040404410099454675
FA2H	0.0267268424853726
FAAH	0.008886113280325254
FAAH2	0.012364281528773063
FABP1	0.053325007081536216
FABP12	0.03189718660968185
FABP2	0.017286757511252908
FABP3	0.014327087334835557
FABP4	0.029372534702745774
FABP5	0.02090303090944122
FABP6	0.03088144260876564
FABP7	0.04434545572045455
FABP9	0.03210686537779568
FADD	0.003610662845152772
FADS1	0.007514739531324032
FADS2	0.013291417714971436
FADS3	0.004749128802974265
FADS6	0.01885100414308753
FAF1	0.0023976121457745777
FAF2	0.0026623071328229454
FAH	0.004724165182979632
FAHD1	0.0034603554489234115
FAHD2A	0.002727267597077166
FAHD2B	0.009134913426788568
FAIM	0.003880005453755779
FAIM2	0.03219946001666512
FAIM3	0.009920005766591725
FAM101A	0.024948152948552633
FAM101B	0.005464475214848026
FAM102A	0.004341188706932428
FAM102B	0.006940280556918672
FAM103A1	0.00291672676686135
FAM104A	0.0024063035691036724
FAM104B	0.0029146840790922977
FAM105A	0.008654119608725
FAM105B	0.003158697873274201
FAM106A	0.007702316428029057
FAM107A	0.023700759594769354
FAM107B	0.006758756532688428
FAM109A	0.004320680605454516
FAM109B	0.00737626141610757
FAM110A	0.005350220617236518
FAM110B	0.013949219621040345
FAM110C	0.016300200458770186
FAM111A	0.005042196007654103
FAM111B	0.012528440894913001
FAM114A1	0.006779223433748814
FAM114A2	0.002337710341647769
FAM115A	0.006654037078242216
FAM115C	0.006938234117505809
FAM117A	0.004108150078205893
FAM117B	0.005824366153740746
FAM118A	0.00437804260583327
FAM118B	0.003744903666958718
FAM120A	0.0034943577936592043
FAM120AOS	0.0029469021312678524
FAM120B	0.0028354879022306923
FAM120C	0.004166158985635265
FAM122A	0.0026136163359649052
FAM122B	0.003847349350660051
FAM122C	0.004705573410450103
FAM124A	0.010395319252415379
FAM124B	0.007282931661273425
FAM126A	0.006253288469104083
FAM126B	0.003728227272020044
FAM127A	0.004253994801758595
FAM127B	0.004127995383375788
FAM127C	0.005466394521539933
FAM129A	0.010163969408659932
FAM129B	0.005493466699765701
FAM129C	0.011160227037537251
FAM131A	0.0038647591166848113
FAM131B	0.015548429264709196
FAM131C	0.01844636820102156
FAM132A	0.017254982247086464
FAM133A	0.02714061392489623
FAM133B	0.0038235618188206134
FAM134A	0.0024785449607545727
FAM134B	0.015502638461443095
FAM134C	0.002262114904802706
FAM135A	0.007851173115631155
FAM135B	0.02248741950518135
FAM136A	0.004176557021509736
FAM138B	0.031036846697811465
FAM138D	0.031354013228097166
FAM138E	0.03116687040262386
FAM138F	0.015889303293946267
FAM13A	0.007197418842619386
FAM13B	0.00407007761520931
FAM13C	0.013486350696076187
FAM149A	0.014955827234914986
FAM149B1	0.0028439406871935
FAM150A	0.019836398396568006
FAM150B	0.021165885729310156
FAM151A	0.016888718596853387
FAM151B	0.004116625983358619
FAM153A	0.015796881982136187
FAM153B	0.019491799612532324
FAM153C	0.018966361091938784
FAM154A	0.015722537823600603
FAM154B	0.0111706635150423
FAM155A	0.018001846388794006
FAM155B	0.019103985581482904
FAM156A	0.004159812216510045
FAM157A	0.011450435864973211
FAM157B	0.007325365424203702
FAM159A	0.007940024846429907
FAM160A1	0.015499547462051228
FAM160A2	0.003080431347500312
FAM160B1	0.0028907083458244746
FAM160B2	0.002961261044764857
FAM161A	0.005500907742406093
FAM161B	0.006355699223974101
FAM162A	0.004282186509712687
FAM162B	0.0102507401328156
FAM163A	0.016796918491247675
FAM163B	0.021633453152792904
FAM166A	0.004861460536387179
FAM166B	0.015121975531428597
FAM167A	0.017179520047650693
FAM167B	0.007145202657602995
FAM168A	0.007086832019796048
FAM168B	0.003032618066798002
FAM169A	0.009861786677920556
FAM169B	0.010596444190317144
FAM170A	0.016015053907112255
FAM170B	0.01602575734834954
FAM171A1	0.012148810385379995
FAM171A2	0.014569746025731621
FAM171B	0.01321564856022326
FAM172A	0.00339634406055702
FAM173A	0.004116260801474339
FAM173B	0.0030808342176352212
FAM174A	0.002646868456460247
FAM174B	0.011874488119108552
FAM175A	0.0042617233863359435
FAM175B	0.0026814777665868004
FAM177A1	0.002647218090820166
FAM177B	0.013380770632572347
FAM178A	0.0032301905197993255
FAM178B	0.016702264675873327
FAM179A	0.013636333972270756
FAM179B	0.0037667804983669783
FAM180A	0.01330650432998356
FAM180B	0.0175549849148766
FAM181A	0.02825117282910713
FAM181B	0.026079437527163782
FAM182A	0.01086527568602891
FAM182B	0.010537657136811257
FAM183A	0.017873835128577667
FAM183B	0.015241546643766948
FAM184A	0.012473327179477151
FAM184B	0.01613416958795168
FAM185A	0.002806253381820652
FAM186A	0.006445168139460107
FAM186B	0.004695846361083719
FAM187B	0.015978491439024647
FAM188A	0.0031582630753476787
FAM188B	0.005146575925491756
FAM189A1	0.02310753450078369
FAM189A2	0.021356140248187192
FAM189B	0.004200051454307737
FAM192A	0.002818946614398571
FAM193A	0.003032997178317802
FAM193B	0.00423046962096567
FAM194A	0.004470014224713358
FAM194B	0.016959061771304365
FAM195A	0.006419156775631222
FAM195B	0.003801651655963093
FAM196A	0.014742554491190657
FAM196B	0.01380150521510726
FAM198A	0.014721310539132344
FAM198B	0.010798130920350296
FAM199X	0.004266413135797415
FAM19A1	0.00947479583101983
FAM19A2	0.011447497116495033
FAM19A3	0.010167714089458067
FAM19A4	0.0224529439115087
FAM19A5	0.01673182294075127
FAM200A	0.0030106791616760736
FAM200B	0.003035243179804176
FAM20A	0.014915666916500184
FAM20B	0.002907945884750522
FAM20C	0.005208215206019854
FAM21A	0.007455819187964332
FAM21B	0.0029984751790469075
FAM21C	0.002558332158591103
FAM24A	0.03213768224977317
FAM24B	0.008371193200296417
FAM25A	0.028071421963065647
FAM25B	0.020978900805077437
FAM26D	0.01650050057981446
FAM26E	0.00908461269104811
FAM26F	0.01106499463647672
FAM27A	0.009464697560120909
FAM27B	0.03196369795210427
FAM27C	0.009422116642927912
FAM27L	0.032087909168091816
FAM32A	0.002530878411953739
FAM35A	0.0032764009682787923
FAM3A	0.0026392421252516367
FAM3B	0.039484582558096885
FAM3C	0.003926318862028357
FAM3D	0.04476530332296891
FAM41C	0.005192159715769733
FAM43A	0.006762584328533115
FAM43B	0.013084060709772992
FAM45A	0.0026598867523742985
FAM45B	0.004213039770346052
FAM46A	0.005472011090908383
FAM46B	0.017536433962610447
FAM46C	0.01183431547785038
FAM46D	0.01759301701118158
FAM47A	0.017136772007073125
FAM47B	0.032032398576227694
FAM47C	0.030704378235525846
FAM47E	0.013256375031821204
FAM49A	0.007343569444765798
FAM49B	0.004640487529765096
FAM50A	0.0028375301315075544
FAM50B	0.007260518627818259
FAM53A	0.0059081111849471875
FAM53B	0.004210428167662561
FAM53C	0.0030838520776323946
FAM57A	0.006495084964671139
FAM57B	0.01871657853394526
FAM58A	0.0032847526605835065
FAM5B	0.028390411718454283
FAM5C	0.027030436383412595
FAM60A	0.009029522383063803
FAM63A	0.004326675965795858
FAM63B	0.00725692712952548
FAM64A	0.015471408932193995
FAM65A	0.0033439789015683834
FAM65B	0.00989753865807904
FAM65C	0.01222786913405082
FAM66A	0.006203397794357024
FAM66C	0.008412577784328435
FAM66D	0.013417847395654058
FAM66E	0.00587851756898576
FAM69A	0.004430361291107201
FAM69B	0.010066693625941196
FAM69C	0.022728775653252632
FAM71A	0.01656761457893205
FAM71B	0.032032700604012254
FAM71C	0.03145574023668707
FAM71D	0.004663955899605099
FAM71E1	0.008347432799505845
FAM71E2	0.022305665554676172
FAM71F1	0.00866475048120104
FAM71F2	0.007301387665591803
FAM72A	0.014229370659966411
FAM72B	0.012748636981496518
FAM72D	0.013388502770329857
FAM73A	0.004867243678570908
FAM73B	0.003273719960450607
FAM74A1	0.016250261624634683
FAM74A3	0.016007263513444035
FAM74A4	0.032053072768098316
FAM76A	0.0028616648517355834
FAM76B	0.003925533988919436
FAM78A	0.0063291877983242565
FAM78B	0.006601035365270811
FAM81A	0.012278910028951285
FAM81B	0.01922665197372867
FAM83A	0.05322706159829606
FAM83B	0.03829407944301072
FAM83C	0.03188664762889386
FAM83D	0.018186001211108832
FAM83E	0.04203441184610614
FAM83F	0.0337799184169839
FAM83G	0.017168423887076033
FAM83H	0.015365742447780826
FAM84A	0.017611865859380245
FAM84B	0.00926988559428466
FAM86A	0.002685491063604709
FAM86B1	0.008393971305789382
FAM86B2	0.010885700415557793
FAM89A	0.006204370280799925
FAM89B	0.003042580288237754
FAM8A1	0.003246474058931101
FAM90A1	0.013216921324366582
FAM91A1	0.0039205859294650725
FAM92A1	0.006284573862170591
FAM92B	0.014711588578111244
FAM95B1	0.012228141288642372
FAM96A	0.0028748861873711088
FAM96B	0.002955882065660153
FAM98A	0.0024120157311823746
FAM98B	0.003761767765135303
FAM98C	0.002817352944232464
FAM99A	0.03402937272976638
FAM99B	0.03237524889321863
FAM9A	0.03187676110719676
FAM9B	0.018382654422168476
FAM9C	0.020890474303179196
FANCA	0.010980529689159501
FANCB	0.010284294208459433
FANCC	0.004496799544301395
FANCD2	0.009137920301776552
FANCE	0.006179188558919392
FANCF	0.004549007244210502
FANCG	0.004633349534739144
FANCI	0.009217142251993275
FANCL	0.0037332364271718994
FANCM	0.004715127996714169
FANK1	0.01117061893402722
FAP	0.0201927452263585
FAR1	0.005882210848656416
FAR2	0.012729597715386036
FARP1	0.0060793038022460685
FARP2	0.0046254862796289665
FARS2	0.002141617817597013
FARSA	0.002911177567279753
FARSB	0.003277063375050686
FAS	0.006366189957387983
FASLG	0.01317849907279864
FASN	0.008693192776229748
FASTK	0.0029821714083702977
FASTKD1	0.00401604581821607
FASTKD2	0.002835102312846696
FASTKD3	0.0033035422081505745
FASTKD5	0.003369695297710201
FAT1	0.009877120359051857
FAT2	0.03604060776241801
FAT3	0.020969159948172403
FAT4	0.010578653964857663
FATE1	0.01091190531977804
FAU	0.0032279894472654175
FBF1	0.004814981182142035
FBL	0.004698275130118998
FBLIM1	0.009241741394494291
FBLL1	0.01812953068549597
FBLN1	0.018244784487698083
FBLN2	0.012898362405300614
FBLN5	0.008862242092954746
FBLN7	0.008506087758456394
FBN1	0.01172862978518823
FBN2	0.024603625419168544
FBN3	0.034884356953344076
FBP1	0.01603283027825202
FBP2	0.00896564085781811
FBRS	0.0028382650937554678
FBRSL1	0.0035944053523042463
FBXL12	0.0029518758420995607
FBXL13	0.008238709318347087
FBXL14	0.0036505155106510826
FBXL15	0.003647887241094558
FBXL16	0.019024206177792977
FBXL17	0.0032058483867013353
FBXL18	0.003853144786659449
FBXL19	0.004368046190773386
FBXL2	0.009514338686826494
FBXL20	0.00368060336851831
FBXL21	0.03365096098295289
FBXL22	0.007208121511422646
FBXL3	0.003510112532384122
FBXL4	0.003219165899571051
FBXL5	0.0033426471019484213
FBXL6	0.0054371518381914645
FBXL7	0.00890296749271053
FBXL8	0.005810935394511353
FBXO10	0.0034709760984168747
FBXO11	0.002661967327108639
FBXO15	0.010927150721193242
FBXO16	0.011341157463416116
FBXO17	0.014662066564806798
FBXO18	0.0024595805108315106
FBXO2	0.014522536709220647
FBXO21	0.003959841489457397
FBXO22	0.0027641462773034704
FBXO24	0.004922334432736327
FBXO25	0.0033041604200633947
FBXO27	0.012612545406543775
FBXO28	0.0033693064249843106
FBXO3	0.003011868175273488
FBXO30	0.0038002242628362953
FBXO31	0.0024506350391696355
FBXO32	0.008613022437944255
FBXO33	0.003206976770323097
FBXO34	0.004147575129653726
FBXO36	0.005898620119332681
FBXO38	0.0025108780214890907
FBXO39	0.008167092930649072
FBXO4	0.0035176254079587227
FBXO40	0.01791442779259336
FBXO41	0.009174997541306113
FBXO42	0.002423607621493255
FBXO43	0.008471736743546475
FBXO44	0.00401628222190141
FBXO45	0.004915310511236893
FBXO46	0.003955121384038004
FBXO47	0.016906907328546533
FBXO48	0.003842598534022887
FBXO5	0.006666902744319399
FBXO6	0.004616178001921369
FBXO7	0.0020955687543402035
FBXO8	0.0022204582694920804
FBXO9	0.002477333314682794
FBXW10	0.009409376446836759
FBXW11	0.0026808668975097203
FBXW12	0.030336563138731416
FBXW2	0.0025804708945576524
FBXW4	0.0026315457943469705
FBXW5	0.0029323011734480775
FBXW7	0.0029081858777579173
FBXW8	0.002937130197556763
FBXW9	0.004237838776963932
FCAMR	0.023014495735547508
FCAR	0.009747839670450209
FCER1A	0.014500217143314576
FCER1G	0.007684989460400382
FCER2	0.013900134710515958
FCF1	0.0027677211573281266
FCGBP	0.0218468479039084
FCGR1A	0.011077240942154258
FCGR1B	0.00935919564596953
FCGR1C	0.009331151273866491
FCGR2A	0.007434997021325847
FCGR2B	0.01417675022603939
FCGR2C	0.01049878426031645
FCGR3A	0.01078553706827342
FCGR3B	0.015826301432062078
FCGRT	0.005131192102211108
FCHO1	0.01496606459756178
FCHO2	0.004294524009761475
FCHSD1	0.005417709643113786
FCHSD2	0.003870640467950529
FCN1	0.015022653978707527
FCN2	0.03206312689188072
FCN3	0.013089095882108817
FCRL1	0.01313399339254885
FCRL2	0.01691187596010899
FCRL3	0.016492731608832144
FCRL4	0.01879540700851125
FCRL5	0.026704318838443587
FCRL6	0.01023077492862597
FCRLA	0.016572046177036597
FCRLB	0.00895401498544672
FDFT1	0.0047581550963053925
FDPS	0.003626865560608353
FDX1	0.003501265385783211
FDX1L	0.00311118053337096
FDXACB1	0.0036741649995519834
FDXR	0.005316857546617178
FECH	0.0031210556829931527
FEM1A	0.0023015520957069806
FEM1B	0.002922351611440462
FEM1C	0.003666937646476428
FEN1	0.00586901839922787
FER	0.004123953648559262
FER1L4	0.0243013028115932
FER1L5	0.010034652060772583
FER1L6	0.023955326067880475
FERD3L	0.03194774368698965
FERMT1	0.035574613008914756
FERMT2	0.005781481319501199
FERMT3	0.007486891555715706
FES	0.005116622128380208
FETUB	0.028760147569573003
FEV	0.027244223621946454
FEZ1	0.012782404838154337
FEZ2	0.002605156755870965
FEZF1	0.019286646191581804
FEZF2	0.03415454344316319
FFAR1	0.0315592041262526
FFAR2	0.01533826979387697
FFAR3	0.007213712589966975
FGA	0.05447210224760615
FGB	0.05230919131570633
FGD1	0.006216947867740993
FGD2	0.0075296792418165105
FGD3	0.008855479913019677
FGD4	0.006404672735712979
FGD5	0.007358127440145669
FGD6	0.006976575256316992
FGF1	0.01554668107225881
FGF10	0.021279394291025953
FGF11	0.014777271735469806
FGF12	0.015689792010795397
FGF13	0.014332696051374546
FGF14	0.015090902010413167
FGF16	0.031589506537427495
FGF17	0.013778407560731488
FGF18	0.020091274372862056
FGF19	0.02477916194774967
FGF2	0.011881100189925154
FGF20	0.010769313958606495
FGF21	0.03584470730754262
FGF22	0.02986669703565867
FGF23	0.018030220444847124
FGF3	0.012163864980702575
FGF4	0.017871600629905247
FGF5	0.011552461744989063
FGF6	0.03204701443393938
FGF7	0.012707823927406298
FGF8	0.008587251319539867
FGF9	0.023857061499848804
FGFBP1	0.05295618905106019
FGFBP2	0.01408726607024352
FGFBP3	0.008060081520384664
FGFR1	0.010294030887458788
FGFR1OP	0.004468473418307628
FGFR1OP2	0.0029557532416683288
FGFR2	0.014073892299383953
FGFR3	0.019687090405034375
FGFR4	0.028089633854961455
FGFRL1	0.008915368996943491
FGG	0.06161028573744787
FGGY	0.005393341980700756
FGL1	0.032671560301574795
FGL2	0.00910986641377648
FGR	0.006853126722875295
FH	0.0032500846421023803
FHAD1	0.012665248851756126
FHDC1	0.011432876932213775
FHIT	0.009036974445313336
FHL1	0.015436201543428575
FHL2	0.013757971266090801
FHL3	0.004741011466034036
FHL5	0.013255120474715268
FHOD1	0.004013959942120754
FHOD3	0.011723964042931747
FIBCD1	0.021508834754093445
FIBIN	0.018022693154510324
FIBP	0.002698683869079845
FICD	0.004261959314034787
FIG4	0.0030592247369572952
FIGF	0.012735418222029223
FIGLA	0.03082920556841736
FIGN	0.012997075040236922
FIGNL1	0.005180360889809317
FILIP1	0.012675583251280735
FILIP1L	0.009379368546617767
FIP1L1	0.0028865257750130867
FIS1	0.0024342438326800777
FITM1	0.006833721178368077
FITM2	0.004974165728294208
FIZ1	0.00266588151353708
FJX1	0.007826211699988806
FKBP10	0.009629218976667492
FKBP11	0.0062109773377423735
FKBP14	0.004959341491725485
FKBP15	0.00221079498279387
FKBP1A	0.003160226851077355
FKBP1B	0.00816720105283763
FKBP2	0.003278724120610091
FKBP3	0.002860356712940592
FKBP4	0.005066648902170439
FKBP5	0.0068575517949992755
FKBP6	0.007365104461668376
FKBP7	0.004597253758384986
FKBP8	0.0025067744175109323
FKBP9	0.004952357610740444
FKBP9L	0.007446406251465879
FKBPL	0.0032504369605523874
FKRP	0.0024040037819084547
FKTN	0.0036579381893504077
FLAD1	0.003485928809136817
FLCN	0.002563545698478165
FLG	0.017014327647861552
FLG2	0.018196434750079284
FLI1	0.005358397421213814
FLII	0.0029793823903420677
FLJ11235	0.0067394905528049154
FLJ45079	0.015624471417274034
FLNA	0.007569132462946571
FLNB	0.0057640179301627304
FLNC	0.020856040228962675
FLOT1	0.002690832834219026
FLOT2	0.0033945171006812148
FLRT1	0.015308407762078717
FLRT2	0.014156801355991946
FLRT3	0.019861188860137068
FLT1	0.007483227337506192
FLT3	0.013848873882121976
FLT3LG	0.004415566905115162
FLT4	0.006801434250768278
FLVCR1	0.006625840508069155
FLVCR2	0.006255029735132045
FLYWCH1	0.0027286978448413453
FLYWCH2	0.0032769985863564735
FMN1	0.015716924513383253
FMN2	0.028819673137247488
FMNL1	0.0062485973815654345
FMNL2	0.007230356883436816
FMNL3	0.0048622313317376945
FMO1	0.027085424941951125
FMO2	0.024465753208872523
FMO3	0.018910437337133722
FMO4	0.006554330249719485
FMO5	0.016709903917791032
FMO6P	0.020055058400204037
FMO9P	0.02291088903259585
FMOD	0.01652555068512721
FMR1	0.0032947803080115028
FMR1NB	0.031281604912968684
FN1	0.015009579492831682
FN3K	0.0068967580609416036
FN3KRP	0.0023880544585729254
FNBP1	0.004073706080241824
FNBP1L	0.006619282116352885
FNBP4	0.0037304872335700233
FNDC1	0.028659675072141143
FNDC3A	0.004182371575509829
FNDC3B	0.005618863844221089
FNDC4	0.010096379071481452
FNDC5	0.013321725031054145
FNDC7	0.015893139512074262
FNDC8	0.005261216007799065
FNIP1	0.003344238560524012
FNIP2	0.00822774020413119
FNTA	0.003265761811481961
FNTB	0.0024917051708834115
FOLH1	0.021683445876798053
FOLH1B	0.017139002291364617
FOLR1	0.04499370609109834
FOLR2	0.009672896675410493
FOLR3	0.013569918874334307
FOLR4	0.03055722816168653
FOS	0.011892455771649763
FOSB	0.019479406444291
FOSL1	0.018786522910430793
FOSL2	0.007721972460472285
FOXA1	0.06125131191144109
FOXA2	0.051345097778600954
FOXA3	0.0373642476106784
FOXB1	0.017861758554903327
FOXB2	0.03187553825816767
FOXC1	0.010994392903226258
FOXC2	0.012017686603740689
FOXD1	0.02302978974767352
FOXD2	0.01061871327096817
FOXD3	0.022835158450652333
FOXD4	0.0073470606526358905
FOXD4L1	0.006117319564301248
FOXD4L2	0.007390415540584298
FOXD4L3	0.00570835114457744
FOXD4L5	0.021056441651425922
FOXD4L6	0.006555511699093857
FOXE1	0.05057902679874747
FOXE3	0.008702985138517711
FOXF1	0.015232342996194899
FOXF2	0.016223693128769374
FOXG1	0.028898414024849686
FOXH1	0.013620505786860587
FOXI1	0.025360804593349242
FOXI2	0.02031997446077774
FOXI3	0.03335469665187928
FOXJ1	0.04147978928322982
FOXJ2	0.002860344360336891
FOXJ3	0.0037147211809362463
FOXK1	0.00458061794205592
FOXK2	0.0030329159671173274
FOXL1	0.014454510035077332
FOXL2	0.021014744044384918
FOXM1	0.015470217915333153
FOXN1	0.025365349696050303
FOXN2	0.004539960484909298
FOXN3	0.0034558811690220377
FOXN4	0.017322563171314267
FOXO1	0.004267364928024421
FOXO3	0.004048079294749577
FOXO4	0.003618875560764357
FOXP1	0.0046626164774428245
FOXP2	0.017454202391086727
FOXP3	0.011172436187860643
FOXP4	0.005616230113735869
FOXQ1	0.03224911617481628
FOXR1	0.03227219145992829
FOXR2	0.03269455574825752
FOXRED1	0.0032226536098898793
FOXRED2	0.005896878790100285
FOXS1	0.008909157140268268
FPGS	0.003048747740311253
FPGT	0.003549400792402985
FPR1	0.010869145091235903
FPR2	0.014037176831125825
FPR3	0.01144058904406698
FRAS1	0.01977581947115766
FRAT1	0.004125943007395387
FRAT2	0.006129135046934442
FREM1	0.021009851992328694
FREM2	0.03379658385275754
FRG1	0.002582470249630356
FRG1B	0.004106947277484887
FRG2	0.03200554736134671
FRG2B	0.031700019855753124
FRG2C	0.01660784941180892
FRK	0.012924165465273193
FRMD1	0.019993719320822792
FRMD3	0.016445849798448615
FRMD4A	0.004889868481284396
FRMD4B	0.005961441300393157
FRMD5	0.022147826296317376
FRMD6	0.009702119754127518
FRMD7	0.016524741365828762
FRMD8	0.0037451903757484526
FRMPD1	0.016023952487075815
FRMPD2	0.013086527485190003
FRMPD4	0.021250816709795547
FRRS1	0.014560092831452098
FRS2	0.004192960917344014
FRS3	0.0033368774871793535
FRY	0.007963069830792651
FRYL	0.004382317585954161
FRZB	0.012631740250732756
FSCB	0.031166117311959073
FSCN1	0.010698538443689724
FSCN2	0.011384961704485459
FSCN3	0.005857168242789152
FSD1	0.022680888149649324
FSD1L	0.00823525989517526
FSD2	0.01544581936716619
FSHB	0.03141566827076435
FSHR	0.016916993823522283
FSIP1	0.01155179689688546
FST	0.024723214289605524
FSTL1	0.008605727398675248
FSTL3	0.007994819325094497
FSTL4	0.01971994286374097
FSTL5	0.02822291476298785
FTCD	0.02691205247675085
FTH1	0.0042716020868524066
FTHL17	0.033874255117465585
FTL	0.004924937261708366
FTLP10	0.032057757313920826
FTMT	0.03213711057341008
FTO	0.0033328930752464427
FTSJ1	0.0029303222458878604
FTSJ2	0.0024765603328133177
FTSJ3	0.0027415686803602033
FTSJD1	0.003624979011666223
